seq,host_read_s,valid,theta_down_rad,theta_upright_rad,omega_rad_s,pivot_px,tip_px,processing_ms
324,759658.959699875,False,,,,,,0.012665987014770508
325,759658.990564958,False,,,,,,0.01166702713817358
326,759659.021460458,False,,,,,,0.008416944183409214
327,759659.056719416,False,,,,,,0.018874998204410076
328,759659.090537166,False,,,,,,0.016040983609855175
329,759659.12297725,False,,,,,,0.01129100564867258
330,759659.155085958,False,,,,,,0.0077500008046627045
331,759659.188069541,False,,,,,,0.007375027053058147
332,759659.227249291,False,,,,,,0.01266703475266695
333,759659.259231791,False,,,,,,0.016208039596676826
334,759659.295922833,False,,,,,,0.03200001083314419
335,759659.328494208,False,,,,,,0.019125058315694332
336,759659.364831916,False,,,,,,0.016915961168706417
337,759659.39708625,False,,,,,,0.014666002243757248
338,759659.433323083,False,,,,,,0.02245791256427765
339,759659.467120041,False,,,,,,0.020709005184471607
340,759659.496927583,False,,,,,,0.038624973967671394
341,759659.529091416,False,,,,,,0.017958111129701138
342,759659.56441775,False,,,,,,0.01525005791336298
343,759659.595538916,False,,,,,,0.022458028979599476
344,759659.632125291,False,,,,,,0.02150004729628563
345,759659.66254775,False,,,,,,0.02179096918553114
346,759659.695258416,False,,,,,,0.011874944902956486
347,759659.730257541,False,,,,,,0.014499993994832039
348,759659.76145325,False,,,,,,0.018541933968663216
349,759659.795363666,False,,,,,,0.01291697844862938
350,759659.831186958,False,,,,,,0.01850002445280552
351,759659.860548916,False,,,,,,0.018417020328342915
352,759659.894687958,False,,,,,,0.013417098671197891
353,759659.927135041,False,,,,,,0.01566705759614706
354,759659.960242666,False,,,,,,0.019875005818903446
355,759659.997622583,False,,,,,,0.019458006136119366
356,759660.028120708,False,,,,,,0.014666002243757248
357,759660.056980416,False,,,,,,0.022374908439815044
358,759660.094999875,False,,,,,,0.019166036508977413
359,759660.127113541,False,,,,,,0.013082986697554588
360,759660.164010833,False,,,,,,0.012999982573091984
361,759660.197444833,False,,,,,,0.019000028260052204
362,759660.230476125,False,,,,,,0.01916696783155203
363,759660.265696125,False,,,,,,0.01958396751433611
364,759660.2968655,False,,,,,,0.017666956409811974
365,759660.33061425,False,,,,,,0.018708989955484867
366,759660.361270083,False,,,,,,0.017750076949596405
367,759660.39926775,False,,,,,,0.021082931198179722
368,759660.433100458,False,,,,,,0.01679197885096073
369,759660.462342125,False,,,,,,0.014750054106116295
370,759660.493651791,False,,,,,,0.01933402381837368
371,759660.52715725,False,,,,,,0.013040960766375065
372,759660.560756375,False,,,,,,0.019167084246873856
373,759660.596292083,False,,,,,,0.037207966670393944
374,759660.632510791,False,,,,,,0.013125012628734112
375,759660.662419875,False,,,,,,0.0274579506367445
376,759660.692427,False,,,,,,0.014708959497511387
377,759660.728207208,False,,,,,,0.011499971151351929
378,759660.766057666,False,,,,,,0.012875068932771683
379,759660.799715,False,,,,,,0.024916953407227993
380,759660.826597,False,,,,,,0.018749968148767948
381,759660.859651083,False,,,,,,0.01958396751433611
382,759660.895192208,False,,,,,,0.024499953724443913
383,759660.933306083,False,,,,,,0.015625031664967537
384,759660.960979208,False,,,,,,0.010375049896538258
385,759660.990049833,False,,,,,,0.01208402682095766
386,759661.019856875,False,,,,,,0.005707959644496441
387,759661.054429833,False,,,,,,0.005665933713316917
388,759661.087796708,False,,,,,,0.0076659489423036575
389,759661.12152475,False,,,,,,0.013999990187585354
390,759661.154336125,False,,,,,,0.006582937203347683
391,759661.186826458,False,,,,,,0.00695791095495224
